iter	MultiClass
2922	0.1930179737
2923	0.1929769263
2924	0.1929406968
2925	0.1928465493
2926	0.1928102132
2927	0.1927319531
2928	0.1926849517
2929	0.1926347925
2930	0.1925623426
2931	0.1925329653
2932	0.192494237
2933	0.192449479
2934	0.1924178036
2935	0.1923552324
2936	0.1923161933
2937	0.1922735858
2938	0.1922241797
2939	0.1921570394
2940	0.1921328306
2941	0.1920900505
2942	0.1920180412
2943	0.1919888614
2944	0.1919657167
2945	0.1919136081
2946	0.1918742653
2947	0.1918001277
2948	0.1917803918
2949	0.1917193406
2950	0.1916881474
2951	0.1916407288
2952	0.1915807865
2953	0.1915595625
2954	0.1915304971
2955	0.1914964303
2956	0.1914771983
2957	0.191408409
2958	0.1913533236
2959	0.191334061
2960	0.1912887754
2961	0.1912303584
2962	0.1911818971
2963	0.1911309717
2964	0.1910714356
2965	0.1910350025
2966	0.1909952091
2967	0.1909460613
2968	0.1908702133
2969	0.1908170679
2970	0.1907802562
2971	0.1907404242
2972	0.1906947121
2973	0.1906437716
2974	0.1905977984
2975	0.1905365685
2976	0.1904838198
2977	0.1904288471
2978	0.1903789049
2979	0.1903488699
2980	0.1902822685
2981	0.1902441182
2982	0.1901964809
2983	0.1901604929
2984	0.1901324041
2985	0.1900996555
2986	0.1900485223
2987	0.190000443
2988	0.1899742617
2989	0.1899522552
2990	0.1899156044
2991	0.1898765577
2992	0.1898257827
2993	0.1897668918
2994	0.1897386361
2995	0.1896735412
2996	0.1896209895
2997	0.1895568428
2998	0.1895190358
2999	0.1895016182
